ID;Idade;Genero;Escolaridade;Renda_Faixa;Regiao;Plataforma_Principal;Horas_Dia_Media;Dispositivo_Principal;Freq_Uso_Noticias;Confianca_Midia_1a10;Compartilha_Noticias;Assina_Jornal_Digital;Gasto_Mensal_Midia_R$;Satisfacao_Conteudo_1a10;Cluster_Sugerido
1121;48;Masculino;Médio;Até 2 SM;Norte;Netflix;2.9;Desktop;Semanalmente;4;Não;Sim;45.59;3;Tradicional
1122;49;Masculino;Superior Completo;2-5 SM;Nordeste;Instagram;2.4;Smartphone;Raramente;6;Não;Não;52.24;5;Info Seeker
1123;42;Feminino;Médio;2-5 SM;Centro-Oeste;Instagram;2.7;Smartphone;Semanalmente;4;Não;Não;141.82;7;Heavy Digital
1124;21;Feminino;Superior Incompleto;2-5 SM;Sul;Instagram;7.5;Smart TV;Raramente;4;Não;Não;157.33;6;Tradicional
1125;54;Feminino;Superior Completo;5-10 SM;Norte;YouTube;2.0;Smartphone;Semanalmente;4;Não;Não;37.75;6;Heavy Digital
1126;21;Masculino;Superior Incompleto;10-20 SM;Sudeste;YouTube;4.4;Desktop;Raramente;2;Não;Não;44.1;10;Info Seeker
1127;38;Masculino;Fundamental;Acima 20 SM;Centro-Oeste;Instagram;3.1;Smartphone;Várias vezes ao dia;3;Não;Não;44.42;4;Heavy Digital
1128;25;Feminino;Superior Incompleto;5-10 SM;Norte;YouTube;4.0;Smartphone;Raramente;5;Não;Não;61.13;7;Heavy Digital
1129;34;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;3.2;Smartphone;Semanalmente;5;Sim;Não;179.09;5;Consumidor Moderado
1130;38;Masculino;Superior Incompleto;Até 2 SM;Sul;WhatsApp;5.7;Tablet;Nunca;3;Não;Não;98.12;5;Info Seeker
1131;38;Masculino;Superior Incompleto;2-5 SM;Norte;YouTube;2.9;Smartphone;Raramente;5;Sim;Não;142.85;10;Heavy Digital
1132;40;Masculino;Médio;Até 2 SM;Centro-Oeste;Globoplay;1.5;Smartphone;Nunca;8;Sim;Não;28.12;7;Heavy Digital
1133;54;Masculino;Médio;10-20 SM;Centro-Oeste;WhatsApp;2.6;Smartphone;Diariamente;8;Sim;Não;100.87;7;Tradicional
1134;40;Masculino;Superior Completo;2-5 SM;Sul;Instagram;2.0;Smartphone;Diariamente;4;Não;Não;53.31;3;Consumidor Moderado
1135;32;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;Facebook;4.0;Smart TV;Várias vezes ao dia;3;Não;Não;28.85;3;Consumidor Moderado
1136;46;Masculino;Médio;2-5 SM;Norte;LinkedIn;3.9;Desktop;Diariamente;4;Não;Sim;153.52;8;Consumidor Moderado
1137;49;Feminino;Médio;Até 2 SM;Norte;LinkedIn;2.2;Tablet;Semanalmente;6;Não;Não;22.15;3;Tradicional
1138;20;Feminino;Superior Incompleto;2-5 SM;Centro-Oeste;TikTok;3.7;Smartphone;Semanalmente;3;Não;Não;21.27;3;Consumidor Moderado
1139;42;Masculino;Superior Completo;Até 2 SM;Norte;Netflix;3.3;Smartphone;Nunca;7;Não;Não;199.15;3;Consumidor Moderado
1140;43;Masculino;Superior Completo;Até 2 SM;Centro-Oeste;Globoplay;2.4;Desktop;Diariamente;5;Não;Não;58.4;6;Heavy Digital
1141;31;Feminino;Superior Completo;Até 2 SM;Nordeste;Facebook;2.2;Desktop;Nunca;5;Não;Não;29.84;4;Heavy Digital
1142;51;Masculino;Médio;Até 2 SM;Centro-Oeste;WhatsApp;2.0;Smartphone;Raramente;7;Não;Não;28.75;9;Heavy Digital
1143;33;Feminino;Superior Completo;5-10 SM;Sudeste;YouTube;2.7;Notebook;Nunca;7;Sim;Não;122.61;9;Consumidor Moderado
1144;36;Masculino;Superior Completo;10-20 SM;Sudeste;X/Twitter;5.7;Tablet;Diariamente;5;Não;Não;58.21;9;Heavy Digital
1145;32;Feminino;Superior Completo;10-20 SM;Norte;TikTok;2.3;Smart TV;Raramente;7;Sim;Não;13.06;4;Consumidor Moderado
1146;35;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;5.2;Smart TV;Semanalmente;3;Não;Não;59.69;10;Consumidor Moderado
1147;21;Feminino;Pós-Graduação;2-5 SM;Nordeste;Instagram;4.4;Desktop;Nunca;3;Não;Não;20.24;9;Heavy Digital
1148;18;Feminino;Superior Completo;Até 2 SM;Centro-Oeste;Instagram;7.1;Smartphone;Várias vezes ao dia;3;Sim;Não;106.13;5;Heavy Digital
1149;54;Feminino;Fundamental;2-5 SM;Centro-Oeste;Facebook;3.5;Desktop;Semanalmente;8;Não;Não;37.02;4;Consumidor Moderado
1150;24;Masculino;Superior Completo;10-20 SM;Nordeste;TikTok;6.8;Smartphone;Raramente;5;Sim;Não;23.43;3;Consumidor Moderado
1151;23;Masculino;Médio;10-20 SM;Norte;WhatsApp;6.2;Smartphone;Várias vezes ao dia;5;Sim;Não;123.33;7;Consumidor Moderado
1152;18;Masculino;Superior Completo;5-10 SM;Norte;WhatsApp;6.0;Smart TV;Várias vezes ao dia;6;Sim;Não;30.84;3;Consumidor Moderado
1153;27;Feminino;Pós-Graduação;Até 2 SM;Sudeste;Spotify;2.5;Desktop;Raramente;6;Não;Não;165.55;6;Tradicional
1154;19;Masculino;Fundamental;5-10 SM;Centro-Oeste;Instagram;4.9;Smartphone;Semanalmente;5;Sim;Sim;111.78;4;Tradicional
1155;54;Masculino;Superior Incompleto;10-20 SM;Nordeste;YouTube;2.5;Desktop;Diariamente;4;Sim;Não;128.43;3;Info Seeker
1156;47;Feminino;Superior Incompleto;2-5 SM;Nordeste;Spotify;3.8;Smart TV;Diariamente;8;Sim;Não;82.84;7;Heavy Digital
1157;26;Masculino;Médio;Acima 20 SM;Nordeste;WhatsApp;2.0;Notebook;Semanalmente;7;Não;Não;194.49;9;Consumidor Moderado
1158;62;Masculino;Pós-Graduação;5-10 SM;Nordeste;LinkedIn;1.7;Smartphone;Raramente;8;Não;Não;43.68;6;Heavy Digital
1159;46;Masculino;Superior Completo;5-10 SM;Sudeste;YouTube;4.0;Smartphone;Raramente;8;Não;Sim;81.04;7;Consumidor Moderado
1160;31;Masculino;Médio;2-5 SM;Centro-Oeste;TikTok;5.9;Notebook;Semanalmente;5;Não;Não;136.04;10;Heavy Digital
1161;18;Masculino;Superior Completo;2-5 SM;Norte;Spotify;4.5;Desktop;Raramente;3;Não;Não;117.44;9;Consumidor Moderado
1162;62;Feminino;Superior Completo;Até 2 SM;Nordeste;Netflix;2.8;Smartphone;Nunca;5;Sim;Não;142.97;3;Heavy Digital
1163;18;Masculino;Pós-Graduação;Até 2 SM;Norte;Spotify;5.8;Smartphone;Várias vezes ao dia;5;Sim;Não;137.79;9;Consumidor Moderado
1164;18;Masculino;Médio;Até 2 SM;Nordeste;Instagram;3.8;Smartphone;Diariamente;3;Não;Não;130.92;9;Heavy Digital
1165;47;Masculino;Médio;5-10 SM;Norte;Instagram;3.2;Desktop;Nunca;4;Sim;Sim;37.84;9;Consumidor Moderado
1166;64;Masculino;Médio;2-5 SM;Centro-Oeste;YouTube;2.4;Notebook;Diariamente;5;Sim;Não;188.0;3;Info Seeker
1167;51;Feminino;Superior Completo;2-5 SM;Norte;Netflix;2.2;Smart TV;Diariamente;8;Sim;Não;145.26;4;Consumidor Moderado
1168;41;Masculino;Médio;2-5 SM;Centro-Oeste;Spotify;2.2;Smartphone;Nunca;6;Não;Não;7.82;3;Consumidor Moderado
1169;42;Feminino;Médio;5-10 SM;Sudeste;LinkedIn;2.6;Smartphone;Semanalmente;8;Sim;Sim;19.23;4;Heavy Digital
1170;45;Masculino;Pós-Graduação;5-10 SM;Norte;YouTube;2.6;Tablet;Raramente;8;Não;Não;5.14;4;Heavy Digital
1171;44;Feminino;Médio;Acima 20 SM;Sudeste;WhatsApp;3.5;Smartphone;Raramente;8;Sim;Não;101.41;8;Heavy Digital
1172;38;Masculino;Pós-Graduação;Até 2 SM;Nordeste;YouTube;2.7;Notebook;Raramente;7;Não;Não;40.61;3;Info Seeker
1173;36;Masculino;Pós-Graduação;5-10 SM;Centro-Oeste;Spotify;3.0;Smartphone;Nunca;4;Não;Não;24.63;3;Info Seeker
1174;34;Feminino;Fundamental;Acima 20 SM;Nordeste;Instagram;2.8;Tablet;Nunca;4;Não;Não;75.03;6;Info Seeker
1175;25;Masculino;Pós-Graduação;10-20 SM;Centro-Oeste;WhatsApp;4.1;Smartphone;Semanalmente;7;Sim;Não;93.74;10;Heavy Digital
1176;31;Masculino;Pós-Graduação;Até 2 SM;Sul;YouTube;4.8;Smart TV;Várias vezes ao dia;5;Sim;Não;23.16;10;Consumidor Moderado
1177;18;Outro;Superior Incompleto;Até 2 SM;Nordeste;YouTube;5.4;Smartphone;Diariamente;5;Não;Sim;66.43;9;Consumidor Moderado
1178;33;Masculino;Fundamental;2-5 SM;Centro-Oeste;Instagram;3.8;Smart TV;Semanalmente;6;Sim;Não;154.7;9;Heavy Digital
1179;23;Feminino;Superior Completo;10-20 SM;Sul;Instagram;7.3;Smart TV;Nunca;2;Não;Não;26.37;6;Heavy Digital
1180;21;Feminino;Fundamental;5-10 SM;Nordeste;Instagram;6.8;Desktop;Várias vezes ao dia;3;Sim;Não;81.93;3;Consumidor Moderado
1181;37;Feminino;Médio;Até 2 SM;Nordeste;YouTube;2.1;Smartphone;Nunca;4;Sim;Sim;88.32;5;Consumidor Moderado
1182;51;Feminino;Médio;10-20 SM;Sudeste;WhatsApp;2.2;Smartphone;Diariamente;8;Não;Não;193.92;7;Consumidor Moderado
1183;46;Feminino;Pós-Graduação;5-10 SM;Nordeste;LinkedIn;3.3;Smartphone;Várias vezes ao dia;6;Não;Não;121.23;8;Info Seeker
1184;18;Masculino;Superior Completo;5-10 SM;Sudeste;WhatsApp;7.4;Smartphone;Raramente;2;Não;Não;161.86;10;Tradicional
1185;23;Masculino;Fundamental;Acima 20 SM;Norte;YouTube;5.2;Desktop;Nunca;2;Sim;Não;168.39;4;Heavy Digital
1186;46;Feminino;Médio;2-5 SM;Nordeste;Spotify;2.7;Smartphone;Semanalmente;6;Sim;Não;161.21;8;Consumidor Moderado
1187;23;Feminino;Pós-Graduação;10-20 SM;Sul;TikTok;4.7;Desktop;Várias vezes ao dia;6;Sim;Sim;48.06;10;Consumidor Moderado
1188;32;Feminino;Superior Completo;10-20 SM;Sul;Netflix;4.3;Smartphone;Semanalmente;5;Não;Não;29.21;9;Consumidor Moderado
1189;41;Masculino;Superior Completo;Até 2 SM;Nordeste;Facebook;2.1;Smart TV;Nunca;6;Não;Sim;182.95;10;Consumidor Moderado
1190;23;Feminino;Médio;Até 2 SM;Centro-Oeste;Instagram;7.8;Smart TV;Diariamente;6;Sim;Não;159.51;10;Consumidor Moderado
1191;36;Masculino;Superior Incompleto;Até 2 SM;Centro-Oeste;Instagram;4.0;Desktop;Raramente;4;Não;Sim;44.87;8;Heavy Digital
1192;18;Feminino;Médio;2-5 SM;Sudeste;Instagram;4.8;Smart TV;Várias vezes ao dia;6;Sim;Sim;34.56;7;Heavy Digital
1193;27;Feminino;Superior Completo;10-20 SM;Norte;Instagram;5.3;Smartphone;Semanalmente;3;Sim;Não;150.52;3;Heavy Digital
1194;38;Feminino;Fundamental;5-10 SM;Nordeste;X/Twitter;4.8;Smartphone;Várias vezes ao dia;3;Não;Não;96.41;10;Heavy Digital
1195;18;Feminino;Superior Completo;5-10 SM;Nordeste;TikTok;4.7;Smartphone;Diariamente;2;Não;Sim;61.53;6;Tradicional
1196;40;Feminino;Médio;Até 2 SM;Norte;LinkedIn;1.0;Notebook;Raramente;6;Não;Não;176.86;6;Info Seeker
1197;34;Masculino;Superior Completo;Até 2 SM;Nordeste;YouTube;3.6;Notebook;Semanalmente;5;Sim;Não;105.78;9;Consumidor Moderado
1198;41;Masculino;Pós-Graduação;Acima 20 SM;Norte;WhatsApp;2.3;Desktop;Diariamente;7;Sim;Não;199.73;3;Consumidor Moderado
1199;37;Masculino;Pós-Graduação;10-20 SM;Nordeste;X/Twitter;3.6;Notebook;Várias vezes ao dia;5;Não;Não;197.79;3;Heavy Digital
1200;51;Feminino;Fundamental;2-5 SM;Nordeste;WhatsApp;3.8;Smartphone;Diariamente;7;Não;Sim;159.84;10;Consumidor Moderado
